"titulo","resumen","categoria","autor","fecha","link"
"Multisectores piden la liberación total de las exportaciones para ‘generar’ dólares","
 El presidente de Cadex dijo que urge cambiar el modelo ...","Economía","Erika Ibáñez","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/multisectores-piden-la-liberacion-total-de-las-exportaciones-para-generar-dolares/"
"Comité multisectorial resuelve marchar de Patacamaya a La Paz desde el 18 de marzo","
 Productores, transportistas y comerciantes se reunieron en Trinidad. Demandan, además, ...","Economía","Erika Ibáñez","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/comite-multisectorial-resuelve-marchar-de-patacamaya-a-la-paz-desde-el-18-de-marzo/"
"Sector lechero se reúne por aumento en los costos de producción","
 Representantes del sector se reúnen en Cochabamba este viernes para ...","Economía","Daniel Zenteno","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/sector-lechero-se-reune-por-aumento-en-los-costos-de-produccion/"
"Se subastarán 105 vehículos y un bote en La Paz","
 Dircabi espera recaudar $us 500.000. Habrá una exposición de los ...","Economía","Erika Ibáñez","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/se-subastaran-105-vehiculos-y-un-bote-en-la-paz/"
"Dólar paralelo encareció los medicamentos bolivianos","
 Aseguran que el mayor impacto para el sector ha sido ...","Economía","Diego Montaño","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/dolar-paralelo-encarecio-los-medicamentos-bolivianos/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Según gerente de YLB el 67% de los ingresos por litio se quedará en Bolivia","
 También negó que el interés de la deuda de YLB ...","Economía","Daniel Gutierrez","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/segun-gerente-de-ylb-el-67-de-los-ingresos-por-litio-se-quedara-en-bolivia/"
"A dinamitazos, mineros auríferos se movilizan y bloquean en La Paz por falta de diésel","
 Instalaron un bloqueo en la avenida Mariscal Santa Cruz y ...","Economía","Erika Ibáñez","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/a-dinamitazos-mineros-auriferos-se-movilizan-y-bloquean-en-la-paz-por-falta-de-diesel/"
"Gobierno garantiza al agro la entrega de 27 millones de litros de diésel para la ‘cosecha grande’","
 El ministro Yamil Flores, dijo que se cumplió ya con ...","Economía","Erika Ibáñez","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/gobierno-garantiza-la-entrega-de-27-millones-de-litros-de-diesel-para-la-cosecha-grande/"
"YLB y Universidad Católica de Lovaina trabajarán tecnologías para producción de litio","
 Las dos entidades firmaron un memorándum de entendimiento para la ...","Economía","Erika Ibáñez","7 de marzo de 2025","https://www.la-razon.com/economia/2025/03/07/ylb-y-universidad-catolica-de-lovaina-trabajaran-tecnologias-para-produccion-de-litio/"
"Cívicos cruceños piden importación ‘sin trabas ni burocracia’ de combustibles","
 En 2024, el Gobierno aprobó dos decretos supremos para liberar ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/1044214/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"El Gobierno espera retomar exportaciones de carne de res este mes","
 El 5 de febrero las autoridades decidieron no autorizar nuevos ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/el-gobierno-espera-retomar-exportaciones-de-carne-de-res-este-mes/"
"Camacho dice que el Gobierno inventó una ‘leyenda negra contra Santa Cruz’","
 Las autoridades del Órgano Ejecutivo señalaron varias veces a los ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/1044170/"
"YLB y Australia exploran alianzas para industrializar litio en salares de Bolivia","
 YLB y la embajadora australiana analizaron experiencias en el marco ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/1044169/"
"Productores de Beni dicen que 5.000 hectáreas inundadas amenazan cosecha de arroz","
 Los productores arroceros alertan que las lluvias y la escasez ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/1044142/"
"Emapa se defiende y afirma que la planta procesadora de papa opera con normalidad","
 La activista María Galindo se trasladó a la factoría y ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/1044144/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Ministro Montaño niega que las carreteras estén en mal estado","
 La Confederación de Choferes de Bolivia denunció que el 70% ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/ministro-montano-niega-que-las-carreteras-esten-en-mal-estado/"
"Arce: Contra viento, marea y bloqueos, la industrialización avanza","
 El Presidente reiteró la existencia de un bloqueo de créditos ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/arce-contra-viento-marea-y-bloqueos-la-industrializacion-avanza/"
"Cívicos, productores y transportistas analizan medidas de presión por falta de combustible","
 Los sectores reunidos desconfían del discurso del Gobierno y la ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/civicos-productores-y-transportistas-analizan-medidas-de-presion-por-falta-de-combustible/"
"María Galindo denuncia que la planta procesadora de papa no está en funcionamiento","
 La factoría, que requirió una inversión de más de Bs ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/maria-galindo-denuncia-que-la-planta-procesadora-de-papa-no-esta-en-funcionamiento/"
"Cainco atribuye crisis del combustible a la falta de dólares y una ‘subvención insostenible’","
 El presidente de la Cainco urgió revisar la Ley de ...","Economía","Erika Ibáñez","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/cainco-atribuye-crisis-del-combustible-a-la-falta-de-dolares-y-una-subvencion-insostenible/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Gobierno licita estudio para descongestionar tráfico en la Ceja de El Alto","
 El ministro Edgar Montaño detalló que el proyecto prioriza peatones ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/1044040/"
"‘Por falta de pago’, unas 2.000 cisternas están varadas en Paraguay, Argentina, Chile y Perú","
 El dirigente del transporte pesado internacional Pedro Quispe dice que ...","Economía","Erika Ibáñez","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/por-falta-de-pago-unas-2-000-cisternas-estan-varadas-en-paraguay-argentina-chile-y-peru/"
"Cañeros piden al Gobierno frenar contrabando de azúcar en frontera con Brasil","
 Humberto Rivero, líder del sector, alertó sobre incongruencias en exportaciones ...","Economía","Daniel Zenteno","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/1043994/"
"Arce anuncia la construcción del teleférico carmesí que unirá La Paz y El Alto","
 El Presidente hizo el anuncio durante la sesión de honor ...","Economía","Erika Ibáñez","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/arce-anuncia-la-construccion-del-teleferico-carmesi-que-unira-la-paz-y-el-alto/"
"‘Si no toman medidas, habrá escasez de arroz’: 150.000 hectáreas en riesgo por falta de diésel","
 El dirigente Gonzalo Vásquez advirtió que por falta de combustible ...","Economía","Erika Ibáñez","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/si-no-toman-medidas-habra-escasez-de-arroz-150-000-hectareas-estan-en-riesgo-por-falta-de-diesel/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"En 2025, YPFB construirá 10.732 nuevas conexiones de gas domiciliario en El Alto","
 La gerente de Redes de Gas y Ductos de la ...","Economía","Erika Ibáñez","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/en-2025-ypfb-construira-10-732-nuevas-conexiones-de-gas-domiciliario-en-el-alto/"
"Morales dice que Arce destruye la ‘patria soberana y productiva’ y convierte al Estado en limosnero’","
 El expresidente comparó al presidente Luis Arce con Carlos Mesa ...","Economía","Erika Ibáñez","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/morales-dice-que-arce-destruye-la-patria-soberana-y-productiva-y-convierte-al-estado-en-limosnero/"
"Transporte pesado deslinda a YPFB y ANH, apunta al Gobierno por la escasez de diésel","
 Héctor Mercado afirmó que evalúan la posibilidad de convocar a ...","Economía","Daniel Gutierrez","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/transporte-pesado-deslinda-a-ypfb-y-anh-apunta-al-gobierno-por-la-escasez-de-diesel/"
"El Alto conmemora su aniversario con más de 34.000 empresas registradas","
 El Seprec resaltó que las empresas en El Alto representan ...","Economía","Erika Ibáñez","6 de marzo de 2025","https://www.la-razon.com/economia/2025/03/06/el-alto-conmemora-su-aniversario-con-mas-de-34-000-empresas-registradas/"
"ABC licita carretera Uyuni – Hito LX con inversión de Bs 1.330 millones","
 El proyecto, financiado por CAF, busca mejorar la conectividad con ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/1043791/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Anapo pide a YPFB 40 millones de litros de diésel para cosechas","
 El gerente de Anapo, Javier Hernández, explicó que el sector ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/1043753/"
"Gobierno convoca al diálogo para evitar marcha contra disposición confiscatoria","
 El Comité Multisectorial amenaza con movilizarse desde Patacamaya a La ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/1043752/"
"ANH desmiente falta de pago en importación de combustibles","
 Según la ANH, YPFB recibió 13 buques con gasolina y ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/anh-desmiente-falta-de-pago-en-importacion-de-combustible/"
"Comité Multisectorial definirá el viernes fecha de marcha desde Patacamaya a La Paz","
 Los productores, empresarios, gremiales y cívicos exigen derogar disposición séptima ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/comite-multisectorial-definira-el-viernes-fecha-de-marcha-desde-patacamaya-a-la-paz/"
"Bolivia lanza ENDE Brasil para exportar energía y sustituir diésel en la Amazonía","
 Los proyectos Cota 90 y línea de transmisión de 630 ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/bolivia-lanza-ende-brasil-para-exportar-energia-y-sustituir-diesel-en-la-amazonia/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"El Gobierno priorizará abastecimiento de combustible para el agro","
 La viceministra de Comunicación, Gabriela Alcón, indicó que el precio ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/1043703/"
"Falta de diésel pone en riesgo el 70% de la cosecha arrocera","
 Productores de Santa Cruz y Beni exigen 5 millones de ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/falta-de-diesel-pone-en-riesgo-el-70-de-la-cosecha-arrocera/"
"Países de la CAN habilitan asistencia consular conjunta para sus ciudadanos en el extranjero","
 La nueva plataforma digital geolocaliza 376 consulados de Bolivia, Colombia, ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/paises-de-la-can-habilitan-asistencia-consular-conjunta-para-sus-ciudadanos-en-el-extranjero/"
"ANH atribuye la falta de combustible a una ‘sobredemanda’ por Carnaval","
 El director ejecutivo de la ANH, Germán Jiménez, desmintió que ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/anh-atribuye-la-falta-de-combustible-a-una-sobredemanda-por-carnaval/"
"Bolivia avanza en transparencia empresarial con registro de 134.000 beneficiarios finales","
 Seprec reporta cumplimiento de estándares internacionales contra lavado de dinero, ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/bolivia-avanza-en-transparencia-empresarial-con-registro-de-134-000-beneficiarios-finales/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"ATT instruyó devolución de unos 400 pasajes por alza de tarifas en transporte terrestre","
 El jefe de Servicios de Transporte explicó que se emitieron ...","Economía","Erika Ibáñez","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/att-instruyo-devolucion-de-unos-400-pasajes-por-alza-de-tarifas-en-transporte-terrestre/"
"ANH anuncia reunión por combustible en Santa Cruz","
 Las filas en surtidores y cisternas varadas en Palmasola persisten ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/anh-anuncia-reunion-por-combustible-en-santa-cruz/"
"Carnaval: Operativos afectan al contrabando en más Bs 1,3 millones","
 El Viceministerio de Lucha Contra el Contrabando incautó harina, gasolina, ...","Economía","Daniel Zenteno","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/carnaval-operativos-afectan-al-contrabando-en-mas-bs-13-millones/"
"Gobierno afirma que Carnaval de Oruro generó Bs 450 millones","
 Según Juan Carlos Cordero, otro hito del “Carnaval del Bicentenario” ...","Economía","Daniel Gutierrez","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/gobierno-afirma-que-carnaval-de-oruro-genero-bs-450-millones/"
"Comcipo ratifica movilizaciones en rechazo a contratos del litio desde la segunda quincena de marzo","
 Alberto Pérez, presidente de Comcipo, anunció que en los próximos ...","Economía","Daniel Gutierrez","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/comcipo-ratifica-movilizaciones-en-rechazo-a-contratos-del-litio-desde-la-segunda-quincena-de-marzo/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Cámara de Transporte alerta con movilizaciones y atribuye escasez de carburantes a falta de dólares","
 El presidente de la Cámara, Héctor Mercado dijo que no ...","Economía","Erika Ibáñez","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/camara-de-transporte-alerta-con-movilizaciones-y-atribuye-escasez-de-carburantes-a-falta-de-dolares/"
"Persisten filas y en Santa Cruz cisternas no pueden descargar combustible de importación","
 En la planta Elder Bell de Santa Cruz hay filas ...","Economía","Erika Ibáñez","5 de marzo de 2025","https://www.la-razon.com/economia/2025/03/05/persisten-filas-y-en-santa-cruz-cisternas-no-pueden-descargar-combustible-de-importacion/"
"Carnaval del Bicentenario genera Bs 663 millones en movimiento económico","
 Oruro aportó Bs 450 millones y recibió reconocimientos de Unesco ...","Economía","Daniel Zenteno","4 de marzo de 2025","https://www.la-razon.com/economia/2025/03/04/1043377/"
"ANH sobre la escasez de diésel: Es un comportamiento normal en Carnaval","
 Funcionarios de la Agencia Nacional de Hidrocarburos (ANH) garantizan que ...","Economía","Daniel Zenteno","4 de marzo de 2025","https://www.la-razon.com/economia/2025/03/04/1043371/"
"Cívicos cruceños dicen que YPFB ‘no da la cara’ por la falta de combustible","
 Los cívicos y surtidores privados critican ajustes de YPFB en ...","Economía","Daniel Zenteno","4 de marzo de 2025","https://www.la-razon.com/economia/2025/03/04/civicos-crucenos-dicen-que-ypfb-no-da-la-cara-por-la-falta-de-combustible/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
"Pese al acuerdo, Choferes dan plazo de 48 horas para destitución de autoridades","
 Caso contrario, el sector del transporte acatará el paro de ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/pese-al-acuerdo-choferes-dan-plazo-de-48-horas-para-destitucion-de-autoridades/"
"Branko denuncia que en Bolivia las exportaciones se frenan por cuestiones políticas","
 El precandidato presidencial y exministro de Economía insiste en que ...","Economía","Daniel Zenteno","4 de marzo de 2025","https://www.la-razon.com/economia/2025/03/04/branko-denuncia-que-en-bolivia-las-exportaciones-se-frenan-por-cuestiones-politicas/"
"Récord en promociones empresariales: más de Bs 594 MM en premios en 2024","
 La Autoridad de Fiscalización del Juego autorizó 1.211 promociones que ...","Economía","Daniel Zenteno","4 de marzo de 2025","https://www.la-razon.com/economia/2025/03/04/record-en-promociones-empresariales-mas-de-bs-594-mm-en-premios-en-2024/"
"Fiscalía imputa a dos hombres por tráfico ilegal de combustible y daños a vehículo policial","
 La Fiscalía de La Paz solicita detención preventiva tras hallar ...","Economía","Daniel Zenteno","4 de marzo de 2025","https://www.la-razon.com/economia/2025/03/04/fiscalia-imputa-a-dos-hombres-por-trafico-ilegal-de-combustible-y-danos-a-vehiculo-policial/"
"Comité pro Santa Cruz declara emergencia por desabastecimiento de combustible","
 La crisis en las estaciones de servicio impulsa una alianza ...","Economía","Daniel Zenteno","4 de marzo de 2025","https://www.la-razon.com/economia/2025/03/04/comite-pro-santa-cruz-declara-emergencia-por-desabastecimiento-de-combustible/"
"Productores advierten con bloqueos desde el lunes por falta de combustible","
 La Federación de Interculturales Productores Agropecuarios de Yapacaní dio un ...","Economía","Daniel Zenteno","4 de marzo de 2025","https://www.la-razon.com/economia/2025/03/04/productores-advierten-con-bloqueos-desde-el-lunes-por-falta-de-combustible/"
"Miles de turcos protestan por el arresto del principal rival de Erdogan","
 Cientos de miles de personas se movilizaron en la tercera ...","Mundo","AFP","21 de marzo de 2025","https://www.la-razon.com/mundo/2025/03/21/miles-de-turcos-protestan-por-el-arresto-del-principal-rival-de-erdogan/"
"ANH detalla desvío ilegal de combustible en Caranavi tras hallazgo de cisternas","
 Las autoridades identificaron desconexión de GPS y falta de hoja ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/1050417/"
"Morales acusa a Arce de conocer la situación del gas y no hacer observaciones","
 El exmandatario considera que el actual presidente intenta “lavarse las ...","Economía","Daniel Zenteno","21 de marzo de 2025","https://www.la-razon.com/economia/2025/03/21/morales-acusa-a-arce-de-conocer-la-situacion-del-gas-y-no-hacer-observaciones/"
